"","row_labels","PC1","PC2","PC3","PC4","...1","Unnamed: 0","image_id","planting_date","genotype","treatment","pistil_area","pistil_circularity","bbox","segm","confidence","center_x","center_y","perimeter_intersect","possible_overlap","scan_position","scan_angle","plant_id","total_scans_for_sample","y_pos_all_overlapped","y_pos_all_overlapped_len_standardized","mask_id","year","plant"
"41","mask_1015_1",4.60541815540738,-2.24918732164058,-1.15440546723067,-0.271127466210736,1015,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0600000008.jpg","early_planting","gt1ra3B73","no_treatment","1822","0.620664896968726","[[315.41754 333.3646  366.368   408.5831 ]]","{'size': [672, 1008], 'counts': b'`f_6<dd02N3N=B6K4L2N2N1O002N1O001O0000000O11OO1000O100O100O2OO02O0O1O100O2N1O2M3N1O2M3N2M2N3M3N2L3N3LlWV='}","0.9377041","339.5","300.5","FALSE","FALSE","6","8","158-4","6","1837.5","0.390518707482993","mask_1015",21,"gt1ra3B73_158-4"
"42","mask_1015_12",1.65683592702827,-1.77951709989469,-0.383987474572734,-0.0673457615396683,1015,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/tb1/tb1_273-8~0500000008.jpg","early_planting","tb1","no_treatment","636","0.6103999138162014","[[487.2269  265.0726  508.78326 314.57462]]","{'size': [672, 1008], 'counts': b'daP:1`d0d0E6L4O1N2N2O1N2N100O100000O2M2N4J6H8HjkW:'}","0.898978","497.5","382.5","False","False","05","08","273-8","07","2029.0","0.37741815476190477","mask_1015",24,"tb1_273-8"
"43","mask_1016_1",0.270768917541308,-0.0323808701132635,4.30730365588148,1.07543162038522,1016,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0600000008.jpg","early_planting","gt1ra3B73","no_treatment","610","0.744707222048463","[[346.93738 262.50266 366.78647 305.10257]]","{'size': [672, 1008], 'counts': b'bdT7d0Yd09H5L2M3N100000000001O3M2N2N3M3L6HWQU='}","0.89702076","356.5","387.5","FALSE","FALSE","6","8","158-4","6","2446.5","0.519982993197279","mask_1016",21,"gt1ra3B73_158-4"
"44","mask_1016_12",-2.14095623184679,-2.81024447277306,-0.492960772768457,0.268785176908416,1016,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/tb1/tb1_273-8~0600000008.jpg","early_planting","tb1","no_treatment","1307","0.8731048856838034","[[563.3768  224.37682 603.6001  270.66516]]","{'size': [672, 1008], 'counts': b'k[b;9bd06L5K4N1M4M2O1O2N1O2N1O101O0O100O2O000O100000000000O1O1O1N2N2N2N3M2N3L4K6JnVZ8'}","0.9722515","582.5","425.5","False","False","06","08","273-8","07","2712.5","0.5044642857142857","mask_1016",24,"tb1_273-8"
"45","mask_1017_1",-0.53458850822834,-0.204921004598998,0.731489678297241,-0.722236003547085,1017,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","4814","0.796559542115881","[[359.94098 229.91852 419.8678  335.12778]]","{'size': [672, 1008], 'counts': b'kU]7b0kc0f0G7G;I6L4M5K4L3N2M3M2N4L3N1N2N2N10001N10000O1000000001O001O001O1O1O001O1O1O001O001O1N2O1O2M2N3N2M3M4K5K6I8H<Bd0VOVmR<'}","0.99564785","389","389","FALSE","FALSE","0","8","158-6","5","389","0.0964781746031746","mask_1017",21,"gt1ra3B73_158-6"
"46","mask_1017_12",-0.519882413435767,1.38413625567841,0.959755404165389,-0.921004372297783,1017,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/tb1/tb1_273-8~0600000008.jpg","early_planting","tb1","no_treatment","412","0.8272079327798405","[[467.00244 223.07431 486.28134 254.9999 ]]","{'size': [672, 1008], 'counts': b'Sfb98gd0;F3L4M1O1O10O010O001O1O2N2M2N4K4Kdof:'}","0.90670735","475.5","432.5","False","False","06","08","273-8","07","2761.5","0.5135788690476191","mask_1017",24,"tb1_273-8"
"47","mask_1018_1",-1.51195552626702,4.2629454873913,-1.00732134626317,0.435661581411016,1018,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2265","0.84362311006571","[[367.25134  100.269585 422.79532  163.10757 ]]","{'size': [672, 1008], 'counts': b'^ca76gd09I3M5L2M4M1O2N2N2N1O1N2O2N1O1O1O1O2N1O1O1O1O1O1O1O100O001O01O00100O001O1O1O1O1O1O2N1N2O1O1O2M2N3M4K4K6IPSQ<'}","0.99433124","394","540","FALSE","FALSE","0","8","158-6","5","540","0.133928571428571","mask_1018",21,"gt1ra3B73_158-6"
"48","mask_1018_12",-0.676044188189689,1.2093922768744,1.72125718921313,2.23440139388944,1018,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/tb1/tb1_273-8~0700000008.jpg","early_planting","tb1","no_treatment","1433","0.7313840231051477","[[560.5676   107.680725 589.94226  174.72343 ]]","{'size': [672, 1008], 'counts': b'Un`;j0Pd0>C9I4M3M3N1O1O1O10000000000000O2N2N1M4M3M4M3L4M4J7Ia0ZOjUb8'}","0.95004106","575.5","530.0","False","False","07","08","273-8","07","3974.0","0.7392113095238095","mask_1018",24,"tb1_273-8"
"49","mask_1019_1",-0.942811083871771,2.92397038319147,2.20846646395341,3.15128476882892,1019,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","4755","0.722000175593647","[[447.47794 256.15622 502.82074 372.3956 ]]","{'size': [672, 1008], 'counts': b'TZV91ad0Y1PO:G8I6I6G9G8L4L4K4O2M2N2O1O1O1O10000000000001O1O001O0000001O00001O1O1O1O2N2M4M1O2M4L3M3L3M3M4L3\\Of0J8Gh0PO]]\\:'}","0.98862016","474","356","FALSE","FALSE","0","8","158-6","5","356","0.0882936507936508","mask_1019",21,"gt1ra3B73_158-6"
"50","mask_102_1",0.417557589133941,0.345417148931556,0.0850851836797843,-0.00211466374950345,102,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-3~0000000008.jpg","early_planting","gt1ra3B73","defoliated","2215","0.810679766925571","[[276.05264 108.86071 317.18677 179.15561]]","{'size': [672, 1008], 'counts': b'\\Xe57bd0`0D:F:G5K4K4N2N2N1O1N200O1O1O1O100O10000001O001O001O1O1O2M2O1N2O1M4M3L4K6J8G:EioU>'}","0.987805","295.5","529","FALSE","FALSE","0","8","154-3","4","529","0.157440476190476","mask_102",21,"gt1ra3B73_154-3"
"51","mask_102_12",-2.21756334706581,-0.337774454613165,0.961460177857441,-0.545926954063858,102,5,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/defoliated/gt1ra3_266-10~0700000008.jpg","early_planting","gt1ra3B73","defoliated","2486","0.7646653187305327","[[681.83575 298.00146 723.52405 379.3249 ]]","{'size': [672, 1008], 'counts': b'm`P><_d0d0_O6J4M4K8I6K4K3N2M2O001N2O1O1O0O101O01O00001O001O001O1O1N2O2M3M4L5J6K4K5K6J8Fbfj5'}","0.9679778","702.5","333.5","False","False","07","08","266-10","09","2402.0","0.3574404761904762","mask_102",24,"gt1ra3B73_266-10"
"52","mask_1020_1",-0.0615438345187877,0.399892257503497,0.787450735233979,-0.175921766050944,1020,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2247","0.827616111606584","[[411.28964  82.71137 454.87357 153.89777]]","{'size': [672, 1008], 'counts': b'Y_^89cd0Q1PO4M2N4L2O2M3N2N2N1O2O0000001O001O01O001O1O1O2N1O1O1O1O1N2O1O1N2O1N2O2M3M5J5J6^OkS\\;'}","0.98700434","432","553.5","FALSE","FALSE","0","8","158-6","5","553.5","0.137152777777778","mask_1020",21,"gt1ra3B73_158-6"
"53","mask_1020_12",3.40598048561074,3.94289651733884,-0.362571970828382,2.35526474368549,1020,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/b73/b73_291-2~0100000008.jpg","late_planting","B73","no_treatment","1131","0.5852091879081428","[[457.62894  38.9269  483.99307 106.6271 ]]","{'size': [672, 1008], 'counts': b'Se\\93bd0?E7K5K5H8B>N2N2N2O10000001O2N2M4L3L3L4J6K6K5K5JW_h:'}","0.9380329","470.0","598.5","False","False","01","08","291-2","06","931.0","0.19791666666666666","mask_1020",24,"B73_291-2"
"54","mask_1021_1",-0.207559886619012,1.67529932797469,-2.24377988589733,1.68548272654603,1021,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","4562","0.753306860501783","[[253.18532 353.13235 339.64886 435.08887]]","{'size': [672, 1008], 'counts': b'[fW51ld0:H8I4K5K3N2N1N3N2N2M3N1O2M3N1O1O1O2N1O1O2N2N2N1O1O10O0100O101N100O1000000O10O010O010O001O00001O001O1O1O001O0000001O3M2N1O0000000000001O000000002N1[Nh\\O`1^c0M2O1N1O3iN[\\On0nc0M3L4M4J]df='}","0.9859428","296.5","278.5","FALSE","FALSE","0","8","158-6","5","278.5","0.0689484126984127","mask_1021",21,"gt1ra3B73_158-6"
"55","mask_1021_12",-2.17017083841245,1.57501905395615,1.55230225301599,3.12889311142364,1021,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/b73/b73_291-2~0200000008.jpg","late_planting","B73","no_treatment","723","0.7131660668824727","[[468.3321  183.20012 489.79587 230.51427]]","{'size': [672, 1008], 'counts': b'[Ye9f0Vd07C;L3O1O2O00000000O2O000O2N2N4K7GQ]d:'}","0.90841115","479.5","465.5","False","False","02","08","291-2","06","1130.5","0.24022108843537415","mask_1021",24,"B73_291-2"
"56","mask_1022_1",5.01196500935484,-0.917831905149363,-1.5027447337852,-0.0131557385927664,1022,5,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2415","0.737504939002695","[[291.22183 168.15549 333.52847 252.1819 ]]","{'size': [672, 1008], 'counts': b'cjo5g0Rd0:K3M3M3N2M3N3M2N3M2N2N1O1N3N1G9N2O2N10010O01O2N2N3M2M2O1O1O1O2N1N2O2M2N3M4K5K=A_hj='}","0.9839738","312","460.5","FALSE","FALSE","0","8","158-6","5","460.5","0.114087301587302","mask_1022",21,"gt1ra3B73_158-6"
"57","mask_1022_12",-4.90734135534053,0.951448004892123,2.75453701273511,0.00925429903574124,1022,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/b73/b73_291-2~0600000008.jpg","late_planting","B73","no_treatment","203","0.9726173750686965","[[429.85333 288.30026 447.3665  307.12268]]","{'size': [672, 1008], 'counts': b'XTk89ed03N1O2N10000O100001O0O2M3M4Jm``;'}","0.8941973","438.0","374.0","False","False","06","08","291-2","06","2352.0","0.5","mask_1022",24,"B73_291-2"
"58","mask_1023_1",-1.5389156624722,-2.8534772341837,2.33079822950181,0.680263868319007,1023,6,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2328","0.742074289728782","[[293.1259  347.37177 353.04086 418.05704]]","{'size': [672, 1008], 'counts': b'VnQ6b0\\d07I5K3M4M2O1O1O2N1O1O2O0O10O02O1O0O10O0100000000000O101O000O1O10000O100O100O1O1O1O1O1O002N1N2N101N3M2O1O1N3N2M3MgS^='}","0.98237634","323","289.5","FALSE","FALSE","0","8","158-6","5","289.5","0.0716765873015873","mask_1023",21,"gt1ra3B73_158-6"
"59","mask_1023_12",2.30133423819498,-0.0518234765826326,4.91656574871252,-1.39000970618522,1023,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/b73/b73_291-4~0400000008.jpg","late_planting","B73","no_treatment","2373","0.6614570524185609","[[559.2413   51.06176 599.4499  131.15642]]","{'size': [672, 1008], 'counts': b'Yb_;V1fc0>A9I5K4M3N1N2O2O000O100001O0000002N4oMY]Oa1Vc0M1O00001O001O001O1O1O1O2N1O2N3M3M4K5KnY\\8'}","0.93905294","579.0","582.0","False","False","04","08","291-4","08","2644.0","0.43716931216931215","mask_1023",24,"B73_291-4"
"60","mask_1024_1",0.19823821417302,3.10954161304479,-0.741663179079009,0.574260178132319,1024,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","1774","0.786405953386742","[[252.8596  190.35121 299.13098 251.56026]]","{'size': [672, 1008], 'counts': b'\\lV56cd0;J5L2O3M2N2N3M2N1O3M2N2O1N1O4L1O2N10O0010O0001O1O001O100O1O1O1O1O1N3N1O2M3N1N4L3M3M6J7GjQa>'}","0.9812718","276","450","FALSE","FALSE","0","8","158-6","5","450","0.111607142857143","mask_1024",21,"gt1ra3B73_158-6"
"61","mask_1024_12",1.9145665037871,-1.73714991028655,0.617378843297074,2.14550538840258,1024,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/b73/b73_291-4~0800000008.jpg","late_planting","B73","no_treatment","1506","0.6395209956190547","[[535.68384 216.86723 576.99335 278.86044]]","{'size': [672, 1008], 'counts': b'UPP;8gd03L3K5K5M3N1KVOR\\Om0mc0310M2M3M3011N1OO1O1O1N1O2N2N2N101N1000O10001N2N2N2N2N3M2N4J6_Oc0ETYk8'}","0.8928298","555.5","424.5","False","False","08","08","291-4","08","3554.5","0.5876322751322751","mask_1024",24,"B73_291-4"
"62","mask_1025_1",-3.61160459823706,1.04768986568777,-0.893629472069058,-3.94691036769459,1025,8,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","5080","0.755445498573967","[[516.3582    24.652578 586.25775  128.89214 ]]","{'size': [672, 1008], 'counts': b'_\\c:1ed0=J5H7B=J5J9d\\O_NQc0k1N2J6K4N3J5O1M3O1O1N2O1O1O1O1O1O1N2O1O1O10O1000O10O100O100O1O1O1O101M2O1O1N2O1N3M2O2M2O2M2N3M2N3N1N3L3N3M3M3L4L4L5J5K6J6J8Ffld8'}","0.9807438","551","596","FALSE","FALSE","0","8","158-6","5","596","0.14781746031746","mask_1025",21,"gt1ra3B73_158-6"
"63","mask_1025_12",1.79341294829761,-3.58753283617357,2.14327098715512,-2.53984170876335,1025,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/b73/b73_291-5~0200000008.jpg","late_planting","B73","no_treatment","992","0.7056595005418744","[[466.4925   92.70199 495.59338 147.35089]]","{'size': [672, 1008], 'counts': b']bb9:dd0:G5K6I6J5K4L3N10001O01O1O2N3M1O3M1O3M4L3M1O2N2M2N4K7GPa`:'}","0.9313626","480.5","551.0","False","False","02","08","291-5","05","1387.0","0.34399801587301587","mask_1025",24,"B73_291-5"
"64","mask_1026_1",0.366971704294743,0.866811597327751,0.650205320009603,-2.42910833805897,1026,9,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","1835","0.821511326652533","[[501.13196  51.97925 540.63855 121.18163]]","{'size': [672, 1008], 'counts': b'^_[:m0mc09J5L3N2M3N2N1O2N2N1O2N2N100O2O00000000O2O1O1N2M3N2M3N2M3N3K4M4K6I8EkQc9'}","0.9774584","522","584.5","FALSE","FALSE","0","8","158-6","5","584.5","0.14484126984127","mask_1026",21,"gt1ra3B73_158-6"
"65","mask_1026_12",0.117592827103934,-0.520887096354528,-1.84627965821505,0.74594082718902,1026,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/b73/b73_291-6~0400000008.jpg","late_planting","B73","no_treatment","2889","0.7240300385527841","[[518.1617  176.89551 564.1449  270.65332]]","{'size': [672, 1008], 'counts': b'jSf:h0Td07J6I7K4K6J5L4K5L4N2L3N2N1O2M2O1O1O1O10O010O010O101N101N1O2N2N2N2N2N2N1N2WNZ]OV1]c0I5K5I:G[jS9'}","0.926893","541.5","448.5","False","False","04","08","291-6","06","1976.5","0.4200680272108844","mask_1026",24,"B73_291-6"
"66","mask_1027_1",3.08019915225743,1.56363211547555,-1.16355594246355,4.04642158267147,1027,10,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","1751","0.698084447675929","[[494.9763  289.48975 540.445   361.54645]]","{'size': [672, 1008], 'counts': b'cjU:b0[d05L3M2O2M2O1O1O1O1O1O1O1O1O100O1O100O1O100O1000O010O01M2O1O1N20O100001OO2O1N2M4L5F:_OP`c9'}","0.8992858","517","343","FALSE","FALSE","0","8","158-6","5","343","0.0850694444444444","mask_1027",21,"gt1ra3B73_158-6"
"67","mask_1027_12",2.36761962826514,-0.538999570571756,-0.306637580034228,-1.85102342783762,1027,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/b73/b73_291-9~0200000008.jpg","late_planting","B73","no_treatment","763","0.6458775714906134","[[424.08133 200.45305 445.43762 257.25137]]","{'size': [672, 1008], 'counts': b'eSg8f0Wd07J5L3L4M3N100O2O01O001O1N2N3M2N4L6I5KgWa;'}","0.9042109","434.5","442.5","False","False","02","08","291-9","08","1061.5","0.17542989417989419","mask_1027",24,"B73_291-9"
"68","mask_1028_1",3.03490469004974,2.22749584550073,-2.71882320147537,2.19325536517159,1028,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0100000008.jpg","early_planting","gt1ra3B73","no_treatment","2230","0.676147388181411","[[550.46124 105.62691 597.0507  190.64981]]","{'size': [672, 1008], 'counts': b'^hY;7`d0=G6L4J6L4N1O1N2O1O1N2N2O1N2O1N1O2N2N2O001O001O00001O0000000O001000O1O2M4M3L5M3L4K6If0WOml^8'}","0.9857663","572.5","523.5","FALSE","FALSE","1","8","158-6","5","781","0.193700396825397","mask_1028",21,"gt1ra3B73_158-6"
"69","mask_1028_12",0.43749072336216,-0.708982873262641,0.984365097004593,-1.18171470082904,1028,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/b73/b73_291-9~0800000008.jpg","late_planting","B73","no_treatment","153","0.9405258673826751","[[582.54266 207.27307 598.93585 223.40938]]","{'size': [672, 1008], 'counts': b'ain;6id02O2N1O1O1O0010O1O1O1O1N2O2NXk\\8'}","0.89391965","590.0","457.5","False","False","08","08","291-9","08","3851.5","0.636739417989418","mask_1028",24,"B73_291-9"
"70","mask_1029_1",-0.49958454987565,0.609889887159433,-1.6578788635107,-0.752765962813784,1029,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0100000008.jpg","early_planting","gt1ra3B73","no_treatment","1661","0.809158133339688","[[198.51645 177.18318 242.27536 236.18324]]","{'size': [672, 1008], 'counts': b'nhR49dd07J5L3L4M3N3L3N2N1O2N1O2N100N2O100O001O010O10O010O101N1O1O2N1O2N2N1O1N3N0O3M3M3L3M6J__f?'}","0.98572147","220","465","FALSE","FALSE","1","8","158-6","5","664","0.16468253968254","mask_1029",21,"gt1ra3B73_158-6"
"71","mask_103_1",0.554626010072992,0.127256316270709,0.282752011643183,0.675644493325232,103,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-3~0000000008.jpg","early_planting","gt1ra3B73","defoliated","1731","0.771786842783672","[[380.3775   71.06631 417.05936 139.80136]]","{'size': [672, 1008], 'counts': b'\\Tj7<`d08I4N5H5H9L4L4L3N1O1O1N2O2N2N100O100001O001O0O2O1O2M3N2M4L3L5J8H5L6Il\\T<'}","0.98726153","398","566","FALSE","FALSE","0","8","154-3","4","566","0.168452380952381","mask_103",21,"gt1ra3B73_154-3"
"72","mask_103_12",1.01999278543518,-4.69124823121911,0.213366322348758,-1.88249254332401,103,6,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/defoliated/gt1ra3_266-10~0700000008.jpg","early_planting","gt1ra3B73","defoliated","2295","0.772674324852681","[[564.9999    68.910576 608.89136  143.79335 ]]","{'size': [672, 1008], 'counts': b'Vlb;>^d0=E4L3M2N3M4L4M2N5J3O2M2N2OO01O1O1N3M2O100000000001O1O2N1O2N3M2N3M1O1O1N3M2M4F;I:G:Fd\\V8'}","0.9644507","586.0","565.0","False","False","07","08","266-10","09","4254.0","0.6330357142857143","mask_103",24,"gt1ra3B73_266-10"
"73","mask_1030_1",-3.88350495451618,-0.364355946342155,-1.28744320919424,2.09737603592653,1030,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-6~0100000008.jpg","early_planting","gt1ra3B73","no_treatment","2706","0.83516812567988","[[490.9352  230.46684 538.91907 305.76065]]","{'size': [672, 1008], 'counts': b'Y_R:>Zd0d0@:H4L4L3N2M3N1O2N1O1O100O100O1O1000000O10O1000O010000O100O2N1O1O1O1N2N3M2N2M3N3L4M3L5L5K5J:CXac9'}","0.98460025","514.5","403","FALSE","FALSE","1","8","158-6","5","540","0.133928571428571","mask_1030",21,"gt1ra3B73_158-6"
